from,to,score
FGL2,MS4A6A,0.705
FGL2,THBS1,0.778
FGR,LCP2,0.78
FGR,LYN,0.743
FGR,MNDA,0.795
FGR,PIK3R1,0.741
FGR,SHC1,0.954
FGR,SHC3,0.917
FGR,SYK,0.807
FGR,TYROBP,0.739
FHIT,PTPRG,0.72
FHIT,WWOX,0.938
FHL1,STAT2,0.9
FHL1,STAT4,0.9
FHL2,IGFBP5,0.819
FHL2,TAGLN,0.7
FHL2,NNMT,0.738
FILIP1,FLNA,0.98
FILIP1,RHOD,0.711
FKBP10,SERPINF1,0.735
FKBP10,SERPINH1,0.947
FKBP10,TMEM38B,0.832
FKBP1B,PRKACB,0.846
FKBP1B,RYR1,0.994
FLI1,GATA2,0.928
FLI1,RUNX2,0.849
FLI1,TAL1,0.911
FLNA,FLNB,0.979
FLNA,FN1,0.809
FLNA,ITGA1,0.718
FLNA,ITGA4,0.792
FLNA,ITGA5,0.789
FLNA,ITGA7,0.706
FLNA,ITGB2,0.938
FLNA,MAP2K4,0.964
FLNA,MSN,0.834
FLNA,SCIN,0.792
FLNA,VWF,0.802
FLNA,SYNPO2,0.791
FLNB,ITGA5,0.737
FLNB,ITGA8,0.727
FLNB,MAP2K4,0.97
FLNB,SCIN,0.744
FLNB,RAPH1,0.715
FLRT3,MACROD2,0.959
FLRT3,UNC5B,0.948
FLT1,IGF1,0.899
FLT1,IGF2,0.85
FLT1,IRS1,0.719
FLT1,MMP2,0.731
FLT1,NRP1,0.993
FLT1,NTF3,0.707
FLT1,PDGFC,0.989
FLT1,PDGFD,0.884
FLT1,PECAM1,0.824
FLT1,PGF,0.999
FLT1,PIK3R1,0.909
FLT1,PIK3R3,0.738
FLT1,SHC1,0.828
FLT1,SHC3,0.729
FLT1,TGFA,0.803
FLT1,VEGFC,0.999
FMNL3,RHOJ,0.74
FMOD,FN1,0.907
FMOD,HSPG2,0.81
FMOD,LOX,0.708
FMOD,LUM,0.886
FMOD,OGN,0.818
FMOD,OMD,0.788
FMOD,TGFB3,0.952
FMOD,VCAN,0.767
FMOD,PRELP,0.811
FN1,GAP43,0.739
FN1,GAS6,0.73
FN1,HSPG2,0.996
FN1,ICAM1,0.904
FN1,IGF1,0.907
FN1,IGFBP3,0.967
FN1,IGFBP5,0.812
FN1,IL6,0.9
FN1,IL7,0.781
FN1,IRS1,0.777
FN1,ITGA1,0.948
FN1,ITGA10,0.835
FN1,ITGA4,0.999
FN1,ITGA5,0.999
FN1,ITGA7,0.892
FN1,ITGA8,0.976
FN1,ITGA9,0.945
FN1,ITGAM,0.853
FN1,ITGB2,0.976
FN1,ITIH4,0.868
FN1,KIT,0.776
FN1,LAMA4,0.814
FN1,LAMC1,0.7
FN1,LCN2,0.964
FN1,LGALS1,0.878
FN1,LGALS3,0.985
FN1,LOX,0.931
FN1,LPA,0.764
FN1,LUM,0.962
FN1,MMP1,0.792
FN1,MMP10,0.846
FN1,MMP2,0.756
FN1,MMP3,0.936
FN1,MSN,0.739
FN1,NID1,0.997
FN1,NT5E,0.737
FN1,OCLN,0.744
FN1,PDGFRB,0.765
FN1,PECAM1,0.748
FN1,PGF,0.943
FN1,POSTN,0.996
FN1,PTPRC,0.842
FN1,PXDN,0.853
FN1,SCIN,0.717
FN1,SDC2,0.959
FN1,SDC3,0.713
FN1,SDC4,0.999
FN1,SELE,0.726
FN1,SERPINA1,0.825
FN1,SERPINE1,0.79
FN1,SERPINF1,0.846
FN1,SHC1,0.743
FN1,SYK,0.709
FN1,TGFB2,0.829
FN1,TGFBR2,0.722
FN1,THBS1,0.999
FN1,TIMP2,0.713
FN1,TLR4,0.995
FN1,TNFAIP6,0.83
FN1,VCAM1,0.983
FN1,VIM,0.809
FN1,ZEB1,0.728
FN1,TIMP1,0.954
FN1,TIMP3,0.751
FN1,VWF,0.998
FN1,THBS2,0.854
FN1,VCAN,0.866
FN1,SERPINH1,0.74
FN1,NID2,0.715
FN1,TNS1,0.756
FN1,LOXL2,0.819
FN1,TNC,0.814
FOLR2,VSIG4,0.837
FOSB,FOSL1,0.998
FOSB,MAPK13,0.776
FOSB,NR4A1,0.907
FOSB,TRIB1,0.802
FOSL1,MAPK13,0.844
FOXL2,OSR2,0.813
FOXL2,SOX9,0.883
FOXL2,WNT4,0.761
FOXL2,POF1B,0.752
FOXO3,IGF1,0.803
FOXO3,KAT2B,0.832
FOXO3,KLF4,0.86
FOXO3,MAPK13,0.926
FOXO3,PPARGC1A,0.987
FOXO3,PRKACB,0.939
FOXO3,SFN,0.788
FOXO3,SOD2,0.974
FOXO3,TRIM63,0.834
FOXO3,RUNX3,0.779
FOXO3,NLK,0.937
FRAS1,ITGA8,0.94
FRAS1,NPNT,0.869
FRZB,MATN3,0.953
FRZB,TNFAIP6,0.722
FRZB,WIF1,0.898
FRZB,WNT5A,0.774
FST,INHBA,0.999
FST,INHBB,0.98
FSTL1,TLR4,0.775
FSTL1,TLR6,0.916
FUT1,GCNT2,0.949
FUT1,ST3GAL6,0.945
FUT1,FUT8,0.761
FXYD5,FXYD6,0.729
FYN,GRIN2A,0.981
FYN,HAVCR2,0.839
FYN,HCLS1,0.796
FYN,IL7R,0.724
FYN,IRS1,0.923
FYN,KIT,0.771
FYN,LCP2,0.993
FYN,LYN,0.996
FYN,NRG1,0.709
FYN,NRP1,0.832
FYN,NTRK2,0.884
FYN,PDGFRB,0.891
FYN,PECAM1,0.87
FYN,PIK3R1,0.988
FYN,PIK3R3,0.937
FYN,PLXNA1,0.922
FYN,PLXNA4,0.921
FYN,PTPRC,0.988
FYN,PTPRJ,0.72
FYN,RAC2,0.956
FYN,SCARB1,0.941
FYN,SCARB2,0.942
FYN,SH3KBP1,0.719
FYN,SHC1,0.995
FYN,SHC3,0.921
FYN,SNCA,0.836
FYN,SYK,0.983
FYN,TYROBP,0.933
FYN,TIAM1,0.758
FYN,KIRREL1,0.727
FYN,SKAP2,0.896
FZD1,FZD7,0.727
FZD1,FZD8,0.744
FZD1,ROR1,0.772
FZD1,SFRP2,0.734
FZD1,WIF1,0.72
FZD1,WNT2B,0.941
FZD1,WNT4,0.946
FZD1,WNT5A,0.99
FZD1,WNT3,0.926
FZD1,WNT7A,0.932
FZD1,WNT10A,0.921
FZD1,WNT7B,0.951
FZD3,MCAM,0.806
FZD3,ROR1,0.723
FZD3,SFRP2,0.7
FZD3,WNT2B,0.936
FZD3,WNT4,0.987
FZD3,WNT5A,0.999
FZD3,WNT3,0.863
FZD3,WNT7A,0.945
FZD3,PRICKLE1,0.726
FZD3,WNT10A,0.827
FZD3,WNT7B,0.947
FZD4,ROR1,0.769
FZD4,WNT2B,0.957
FZD4,WNT4,0.969
FZD4,WNT5A,0.999
FZD4,WNT3,0.897
FZD4,WNT7A,0.993
FZD4,WNT10A,0.841
FZD4,WNT7B,0.99
FZD4,MAGI3,0.89
FZD7,GNG2,0.806
FZD7,ROR1,0.781
FZD7,SDC4,0.982
FZD7,SDCBP,0.706
FZD7,SFRP2,0.74
FZD7,WNT2B,0.939
FZD7,WNT4,0.941
FZD7,WNT5A,0.998
FZD7,WNT3,0.977
FZD7,WNT7A,0.995
FZD7,WNT10A,0.912
FZD7,WNT7B,0.964
FZD8,IGFBP4,0.838
FZD8,ROR1,0.754
FZD8,RSPO3,0.724
FZD8,SFRP2,0.809
FZD8,WNT2B,0.953
FZD8,WNT4,0.958
FZD8,WNT5A,0.956
FZD8,WNT3,0.998
FZD8,WNT7A,0.863
FZD8,WNT10A,0.908
FZD8,WNT7B,0.923
GALNT3,MUC1,0.789
GAP43,SYT1,0.735
GAPDHS,H6PD,0.938
GAPDHS,TKT,0.943
GAREM1,SHC1,0.815
GAS6,LGALS3,0.773
GAS6,MFGE8,0.933
GAS6,PROS1,0.829
GATA2,GATA3,0.844
GATA2,LDB2,0.983
GATA2,LMO2,0.997
GATA2,TAL1,0.999
GATA3,IKZF1,0.759
GATA3,IL33,0.816
GATA3,IL4R,0.755
GATA3,IL7R,0.702
GATA3,KRT7,0.743
GATA3,LMO2,0.871
GATA3,RORA,0.747
GATA3,TAL1,0.993
GATA3,ZBTB16,0.742
GATA3,STAT4,0.809
GBP1,GBP2,0.967
GBP1,GBP4,0.905
GBP1,IFI44,0.865
GBP1,IFI44L,0.771
GBP1,IFIT3,0.896
GBP1,MX1,0.865
GBP1,OAS1,0.75
GBP1,XAF1,0.702
GBP2,GBP4,0.853
GBP2,STAT2,0.753
GBP4,IFIT3,0.722
GCH1,GUCY1A1,0.833
GCH1,GUCY1B1,0.816
GCH1,MOCS1,0.921
GCH1,NPR2,0.806
GCH1,SGCE,0.835
GCNT2,ST3GAL6,0.946
GCNT2,GYPC,0.843
GDA,NT5E,0.844
GDA,XDH,0.988
GDF15,TGFBR2,0.96
GDF15,TSPAN4,0.885
GFPT2,GLS,0.934
GFRA1,SOX10,0.83
GFRA1,ZBTB16,0.73
GGT5,GLS,0.833
GGT5,GNB5,0.967
GGT5,GPX2,0.725
GGT5,GPX3,0.822
GIMAP1,GIMAP2,0.725
GIMAP1,GIMAP4,0.818
GIMAP1,GIMAP5,0.71
GIMAP1,GIMAP6,0.827
GIMAP1,GIMAP7,0.833
GIMAP1,GIMAP8,0.893
GIMAP1-GIMAP5,GIMAP5,0.802
GIMAP1-GIMAP5,GIMAP6,0.749
GIMAP2,GIMAP7,0.815
GIMAP4,GIMAP5,0.898
GIMAP4,GIMAP6,0.907
GIMAP4,GIMAP7,0.929
GIMAP4,GIMAP8,0.911
GIMAP5,GIMAP6,0.829
GIMAP5,GIMAP7,0.83
GIMAP5,GIMAP8,0.825
GIMAP6,GIMAP7,0.888
GIMAP6,GIMAP8,0.913
GIMAP7,GIMAP8,0.895
GIPC1,MYO6,0.999
GIPC1,NRP1,0.995
GIPC1,PLXND1,0.869
GIPC1,SDC4,0.974
GJA3,GJB2,0.957
GJA3,GJB4,0.744
GJB2,GJB3,0.875
GJB2,GJB6,0.99
GJB2,MYH14,0.705
GJB2,OCLN,0.726
GJB2,SLC26A4,0.961
GJB2,GJB4,0.75
GJB2,GJC1,0.827
GJB2,PANX1,0.75
GJB2,TMPRSS3,0.722
GJB3,GJB6,0.777
GJB3,SLC26A4,0.81
GJB3,GJB4,0.744
GJB6,SLC26A4,0.719
GJB6,GJC1,0.929
GLDN,NFASC,0.998
GLDN,NRCAM,0.996
GLIS3,SLC1A1,0.72
GLRB,NBEA,0.777
GLS,L2HGDH,0.829
GLYR1,H2AC6,0.942
GLYR1,H2BC12,0.765
GLYR1,KDM1B,0.947
GLYR1,MAOB,0.88
GMFG,LAPTM5,0.704
GMPR,IMPDH2,0.93
GMPR,NT5E,0.957
GMPR,PDE1A,0.915
GMPR,PDE2A,0.908
GMPR,PDE3A,0.907
GMPR,PDE5A,0.91
GMPR,PDE1C,0.904
GNA12,GNB4,0.761
GNA12,GNB5,0.826
GNA12,GNG11,0.731
GNA12,GNG2,0.865
GNA12,LPAR1,0.995
GNA12,LPAR6,0.982
GNA12,RGS1,0.796
GNA12,PTGFR,0.726
GNB4,GNB5,0.724
GNB4,GNG11,0.999
GNB4,GNG2,0.999
GNB4,LPAR1,0.704
GNB4,MAPK13,0.737
GNB4,PIK3R1,0.793
GNB4,PREX1,0.937
GNB4,PRKACB,0.71
GNB4,PRKCA,0.712
GNB4,PTGER2,0.791
GNB4,RAC2,0.743
GNB4,PTGER4,0.854
GNB5,GNG11,0.794
GNB5,GNG2,0.999
GNB5,MAPK13,0.737
GNB5,PREX1,0.939
GNB5,PRKACB,0.735
GNB5,PRKCA,0.751
GNB5,PTGER2,0.747
GNB5,RAC2,0.73
GNB5,RGS1,0.949
GNB5,PTGER4,0.803
GNB5,RGS10,0.947
GNB5,RGS20,0.947
GNG11,GNG2,0.837
GNG11,PIK3R3,0.708
GNG11,PLCB4,0.703
GNG11,PREX1,0.901
GNG11,NMU,0.711
GNG2,LPAR1,0.944
GNG2,PREX1,0.981
GNG2,PRKACB,0.705
GNG2,PRKCA,0.704
GNG2,PTGER2,0.72
GNG2,S1PR1,0.842
GNG2,SAA1,0.718
GNG2,RAMP3,0.8
GNG2,GPR183,0.811
GNG2,PTGER4,0.834
GNG2,NMU,0.931
GNG2,KCTD12,0.839
GNG2,TACR1,0.8
GNG2,TRPM3,0.812
GPC3,IGF2,0.993
GPC3,KRT19,0.785
GPC3,SDC2,0.802
GPC3,SDC3,0.717
GPC3,TFPI,0.71
GPC3,WNT2B,0.919
GPC3,WNT4,0.926
GPC3,WNT5A,0.96
GPC3,WNT3,0.921
GPC3,WNT7A,0.918
GPC3,WNT10A,0.911
GPC3,WNT7B,0.919
GPC3,HS6ST2,0.752
GPC3,PTCH1,0.738
GPD1L,KCNE3,0.905
GPD1L,KCNE4,0.723
GPD1L,LPIN1,0.819
GPD1L,LPIN2,0.823
GPD1L,MBOAT2,0.825
GPD1L,PLPP3,0.822
GPD1L,PLPP4,0.821
GPNMB,HBEGF,0.778
GPNMB,LRRK2,0.809
GPNMB,SDC4,0.78
GPNMB,TYRP1,0.815
GPR161,PRKACB,0.916
GPR34,TMEM119,0.737
GPX2,GPX3,0.913
GPX2,GSTM3,0.79
GPX2,H6PD,0.82
GPX2,IL6,0.748
GPX2,NQO1,0.802
GPX2,PPARGC1A,0.958
GPX2,SOD2,0.904
GPX2,XDH,0.886
GPX2,MGST1,0.784
GPX2,SELENOP,0.859
GPX2,SOD3,0.77
GPX3,GSTM3,0.803
GPX3,H6PD,0.826
GPX3,IL6,0.733
GPX3,NQO1,0.733
GPX3,PPARGC1A,0.958
GPX3,PXDN,0.722
GPX3,SOD2,0.904
GPX3,XDH,0.881
GPX3,MGST1,0.788
GPX3,SELENOP,0.898
GPX3,SOD3,0.794
GRB10,IGF1,0.977
GRB10,IGF2,0.865
GRB10,IRS1,0.92
GRB10,KIT,0.793
GRB10,MEST,0.906
GRB10,PIK3R1,0.948
GRB10,PLAGL1,0.823
GRB7,KIT,0.886
GRB7,PDGFRB,0.849
GRB7,SHC1,0.911
GRHL3,IRF6,0.828
GRHL3,ZNF750,0.737
GRIN2A,PRKACB,0.942
GRIN2A,SHISA9,0.786
GSDME,TP63,0.756
GSTM3,MGST1,0.812
GUCY1A1,GUCY1B1,0.999
GUCY1A1,MOCS1,0.811
GUCY1A1,PDE1A,0.763
GUCY1A1,PDE2A,0.787
GUCY1A1,PDE3A,0.799
GUCY1A1,PDE5A,0.85
GUCY1A1,PRKG1,0.948
GUCY1A1,PDE1C,0.733
GUCY1B1,MOCS1,0.811
GUCY1B1,PDE1A,0.762
GUCY1B1,PDE2A,0.82
GUCY1B1,PDE3A,0.813
GUCY1B1,PDE5A,0.888
GUCY1B1,PRKG1,0.952
GUCY1B1,PDE1C,0.765
GYG1,PPP1R3B,0.711
GYG1,TRIM7,0.987
GYG1,PPP1R3C,0.969
H2AC6,H2AJ,0.887
H2AC6,H2BC10,0.974
H2AC6,H2BC12,0.994
H2AC6,H2BC4,0.99
H2AC6,H2BC8,0.98
H2AC6,KMT5A,0.944
H2AJ,H2BC10,0.953
H2AJ,H2BC12,0.771
H2AJ,H2BC4,0.974
H2AJ,H2BC8,0.952
H2BC10,H2BC4,0.961
H2BC10,H2BC8,0.931
H2BC12,KAT2B,0.701
H2BC12,SOX2,0.833
H2BC12,KMT5A,0.947
H2BC4,H2BC8,0.928
H6PD,HSD11B1,0.931
H6PD,SRD5A1,0.72
H6PD,TKT,0.94
HABP4,MRPS10,0.765
HABP4,RPL22,0.709
HABP4,RPS27,0.751
HACD1,SCD5,0.914
HAPLN1,SLC6A8,0.727
HAS2,TNFAIP6,0.796
HAVCR2,IL6,0.749
HAVCR2,IL7R,0.788
HAVCR2,LCP2,0.725
HAVCR2,LGALS3,0.858
HAVCR2,MTUS2,0.817
HAVCR2,PTPRC,0.792
HAVCR2,PVR,0.882
HAVCR2,PDCD1LG2,0.925
HAVCR2,VSIR,0.704
HBEGF,MMP2,0.939
HBEGF,MMP3,0.843
HBEGF,NRG1,0.746
HBEGF,TGFA,0.917
HBEGF,ZBTB16,0.758
HBEGF,NRG4,0.708
HCLS1,ITGB2,0.824
HCLS1,LAPTM5,0.812
HCLS1,LCP1,0.865
HCLS1,LCP2,0.715
HCLS1,LYN,0.959
HCLS1,RAC2,0.768
HCLS1,SCIN,0.986
HCLS1,SDC3,0.807
HCLS1,SYK,0.713
HCLS1,WIPF1,0.973
HCLS1,NEXN,0.815
HCLS1,PLXDC2,0.775
HCLS1,PRKD1,0.854
HCLS1,SH3PXD2B,0.94
HEPH,SLC40A1,0.992
HERC5,IFI44,0.914
HERC5,IFI44L,0.912
HERC5,IFIT3,0.939
HERC5,MX1,0.963
HERC5,MX2,0.93
HERC5,OAS1,0.85
HERC5,STAT2,0.722
HERC5,XAF1,0.862
HES5,NOTCH2,0.892
HEY1,HEY2,0.989
HEY1,RUNX2,0.889
HEY1,NOTCH2,0.788
HEY2,NOTCH2,0.803
HFE,SLC40A1,0.921
HFE,TFRC,0.999
HHEX,TAL1,0.748
HHEX,TSPAN8,0.817
HIVEP3,RUNX2,0.909
HLA-DMA,HLA-DPB1,0.994
HLA-DPB1,PTPN22,0.705
HMGCS1,MVK,0.92
HMGCS1,PMVK,0.818
HNMT,MAOB,0.947
HOMER2,HOMER3,0.99
HSD11B1,SRD5A1,0.828
HSD11B1,UGT2B15,0.702
HSD17B2,HSD17B8,0.935
HSD17B2,SRD5A1,0.977
HSD17B2,SULT1E1,0.959
HSD17B2,UGT2B15,0.798
HSD17B8,SRD5A1,0.922
HSD17B8,SULT1E1,0.921
HSPA12B,HSPA4L,0.779
HSPB8,SYNPO2,0.731
HSPG2,LAMC1,0.82
HSPG2,LUM,0.78
HSPG2,NID1,0.999
HSPG2,SDC2,0.793
HSPG2,SDC3,0.746
HSPG2,SDC4,0.785
HSPG2,THBS1,0.841
HSPG2,VCAN,0.805
HSPG2,PRELP,0.839
HSPG2,NID2,0.999
ICAM1,ICAM2,0.992
ICAM1,IL15,0.767
ICAM1,IL1R1,0.811
ICAM1,IL6,0.947
ICAM1,IL7,0.728
ICAM1,ITGA4,0.986
ICAM1,ITGA5,0.723
ICAM1,ITGAM,0.999
ICAM1,ITGB2,0.999
ICAM1,MFGE8,0.799
ICAM1,MMP1,0.72
ICAM1,MMP2,0.751
ICAM1,MSN,0.991
ICAM1,MUC1,0.993
ICAM1,PECAM1,0.873
ICAM1,PROCR,0.721
ICAM1,PTPRC,0.828
ICAM1,S1PR1,0.738
ICAM1,SCARB1,0.815
ICAM1,SCARB2,0.811
ICAM1,SELE,0.949
ICAM1,SERPINE1,0.742
ICAM1,TEK,0.724
ICAM1,TLR4,0.768
ICAM1,VCAM1,0.999
ICAM1,TIMP1,0.825
ICAM1,VWF,0.769
ICAM1,TNFRSF1B,0.754
ICAM1,TSPAN8,0.715
ICAM2,ITGAM,0.996
ICAM2,ITGB2,0.999
ICAM2,MSN,0.901
ICAM2,PECAM1,0.856
ICAM2,SELE,0.765
ICAM2,VCAM1,0.88
ID2,ID4,0.919
ID2,IL7R,0.75
ID2,PKD2,0.701
ID2,TCF4,0.976
ID3,TCF4,0.906
ID4,TCF4,0.932
IFI44,IFI44L,0.999
IFI44,IFIT3,0.984
IFI44,IFITM1,0.742
IFI44,IFITM3,0.844
IFI44,MX1,0.967
IFI44,MX2,0.872
IFI44,OAS1,0.961
IFI44,STAT2,0.717
IFI44,XAF1,0.97
IFI44,PLSCR1,0.713
IFI44L,IFIT3,0.982
IFI44L,IFITM1,0.795
IFI44L,IFITM3,0.846
IFI44L,MX1,0.965
IFI44L,MX2,0.837
IFI44L,OAS1,0.955
IFI44L,XAF1,0.981
IFI44L,PLSCR1,0.732
IFIT3,IFITM1,0.86
IFIT3,IFITM2,0.741
IFIT3,IFITM3,0.923
IFIT3,IL6,0.718
IFIT3,MX1,0.972
IFIT3,MX2,0.888
IFIT3,OAS1,0.947
IFIT3,STAT2,0.914
IFIT3,XAF1,0.938
IFIT3,PLSCR1,0.791
IFIT3,SAMHD1,0.804
IFITM1,IFITM2,0.796
IFITM1,IFITM3,0.872
IFITM1,MX1,0.853
IFITM1,MX2,0.776
IFITM1,OAS1,0.863
IFITM1,OCLN,0.721
IFITM1,STAT2,0.787
IFITM1,SAMHD1,0.762
IFITM2,IFITM3,0.805
IFITM2,STAT2,0.701
IFITM3,MX1,0.897
IFITM3,MX2,0.7
IFITM3,OAS1,0.812
IFITM3,STAT2,0.803
IFITM3,XAF1,0.762
IFITM3,SAMHD1,0.808
IGF1,IGF2,0.998
IGF1,IGFBP3,0.999
IGF1,IGFBP4,0.999
IGF1,IGFBP5,0.999
IGF1,IL6,0.913
IGF1,IRS1,0.998
IGF1,KIT,0.86
IGF1,MMP2,0.809
IGF1,NTF3,0.73
IGF1,NTRK2,0.89
IGF1,PAPPA,0.89
IGF1,PDGFC,0.956
IGF1,PDGFD,0.931
IGF1,PDGFRA,0.889
IGF1,PDGFRB,0.926
IGF1,PPARG,0.828
IGF1,PPARGC1A,0.764
IGF1,SERPINE1,0.733
IGF1,SHC1,0.89
IGF1,TEK,0.874
IGF1,TGFA,0.98
IGF1,TGFB2,0.74
IGF1,WNT5A,0.737
IGF1,TACSTD2,0.815
IGF2,IGFBP3,0.999
IGF2,IGFBP4,0.993
IGF2,IGFBP5,0.998
IGF2,IRS1,0.928
IGF2,KIT,0.833
IGF2,MEST,0.722
IGF2,MMP2,0.779
IGF2,NTRK2,0.732
IGF2,PAPPA,0.756
IGF2,PDGFRA,0.799
IGF2,PDGFRB,0.835
IGF2,SERPINE1,0.761
IGF2,SHC1,0.711
IGF2,TEK,0.734
IGF2,INS-IGF2,0.838
IGF2,PHLDA2,0.854
IGFBP3,IGFBP5,0.978
IGFBP3,IL6,0.733
IGFBP3,MMP1,0.76
IGFBP3,MMP2,0.801
IGFBP3,MMP3,0.714
IGFBP3,PAPPA,0.743
IGFBP3,PPARG,0.85
IGFBP4,PAPPA,0.976
IGFBP5,PAPPA,0.977
IGFBP5,SERPINE1,0.737
IGFBP5,THBS1,0.805
IKZF1,IL7R,0.8
IKZF1,PTPRC,0.806
IKZF1,RUNX3,0.903
IL10RA,IL13RA1,0.726
IL10RA,IL15,0.873
IL10RA,IL4R,0.802
IL10RA,IL6,0.956
IL10RA,IL7,0.858
IL10RA,IL7R,0.714
IL10RA,TSLP,0.735
IL10RA,TNFRSF1B,0.726
IL11RA,IL13RA1,0.843
IL11RA,IL15,0.707
IL11RA,IL6,0.91
IL11RA,IL6ST,0.918
IL11RA,IL7,0.7
IL13RA1,IL13RA2,0.972
IL13RA1,IL15,0.886
IL13RA1,IL1R1,0.709
IL13RA1,IL4R,0.999
IL13RA1,IL6,0.781
IL13RA1,IL6ST,0.777
IL13RA1,IL7,0.831
IL13RA1,TSLP,0.869
IL13RA2,IL15,0.781
IL13RA2,IL4R,0.999
IL13RA2,IL6,0.861
IL13RA2,IL7,0.753
IL13RA2,TSLP,0.771
IL15,IL1R1,0.731
IL15,IL20RA,0.799
IL15,IL27RA,0.736
IL15,IL33,0.748
IL15,IL4R,0.88
IL15,IL6,0.884
IL15,IL6ST,0.756
IL15,IL7,0.968
IL15,IL7R,0.985
IL15,LEPR,0.711
IL15,LIFR,0.703
IL15,MICB,0.752
IL15,PDGFRA,0.704
IL15,PDGFRB,0.715
IL17D,IL20RA,0.723
IL17D,IL27RA,0.913
IL1R1,IL33,0.99
IL1R1,IL6,0.997
IL1R1,IRAK3,0.877
IL1R1,PIK3R1,0.722
IL1R1,TLR4,0.944
IL1R1,TNFRSF1B,0.703
IL20RA,IL6,0.752
IL20RA,IL7,0.702
IL20RA,TSLP,0.734
IL27RA,IL6,0.943
IL27RA,IL6ST,0.999
IL27RA,IL7,0.74
IL31RA,OSMR,0.997
IL33,IL4R,0.769
IL33,IL6,0.798
IL33,TLR4,0.843
IL33,TSLP,0.93
IL4R,IL6,0.937
IL4R,IL7,0.943
IL4R,IL7R,0.832
IL4R,IRS1,0.704
IL4R,SHC1,0.754
IL4R,TSLP,0.877
IL6,IL6ST,0.999
IL6,IL7,0.983
IL6,IL7R,0.916
IL6,IRS1,0.704
IL6,ITGAM,0.897
IL6,KIT,0.781
IL6,LCN2,0.885
IL6,LEPR,0.902
IL6,LGALS3,0.768
IL6,LIFR,0.956
IL6,LPL,0.707
IL6,LY96,0.713
IL6,MMP1,0.854
IL6,MMP2,0.847
IL6,MMP3,0.887
IL6,MRC1,0.782
IL6,MUC1,0.73
IL6,OCLN,0.727
IL6,OSMR,0.932
IL6,PDGFRA,0.817
IL6,PDGFRB,0.894
IL6,PECAM1,0.709
IL6,PPARG,0.82
IL6,PTPRC,0.86
IL6,PTX3,0.806
IL6,PXDN,0.825
IL6,RUNX2,0.738
IL6,SAA1,0.905
IL6,SAA2,0.845
IL6,SCARB1,0.71
IL6,SCARB2,0.709
IL6,SELE,0.884
IL6,SERPINE1,0.849
IL6,TEK,0.726
IL6,TGFB2,0.819
IL6,THBS1,0.772
IL6,TIMP2,0.799
IL6,TLR4,0.973
IL6,TNFAIP6,0.704
IL6,VCAM1,0.921
IL6,TIMP1,0.938
IL6,VWF,0.716
IL6,VEGFC,0.754
IL6,TNFRSF1B,0.847
IL6,TLR6,0.863
IL6,TLR8,0.821
IL6,TNFAIP3,0.831
IL6,STAT4,0.861
IL6ST,IL7,0.764
IL6ST,LIFR,0.997
IL6ST,OSMR,0.975
IL6ST,PIK3R1,0.944
IL6ST,PIK3R3,0.901
IL7,IL7R,0.999
IL7,KIT,0.834
IL7,LEPR,0.765
IL7,OSMR,0.701
IL7,PDGFRA,0.732
IL7,PDGFRB,0.736
IL7,PTPRC,0.832
IL7,TSLP,0.869
IL7R,ITGAM,0.76
IL7R,KIT,0.842
IL7R,PIK3R1,0.711
IL7R,PTPRC,0.906
IL7R,TSLP,0.999
IL7R,PRDM1,0.764
IMPDH2,NT5E,0.954
INF2,MAL,0.712
INHBA,INHBB,0.986
INHBA,TGFB3,0.946
INHBB,TGFB3,0.917
INPP5F,MTMR1,0.904
INPP5F,PIK3R1,0.9
INPP5F,PIK3R3,0.9
INPP5F,PLCB4,0.905
INPP5F,PLCD4,0.903
IQGAP2,RAC2,0.935
IRAK3,TLR4,0.822
IRAK3,TLR8,0.74
IRF6,MSX1,0.817
IRF6,RIPK4,0.78
IRS1,KIT,0.841
IRS1,LEPR,0.782
IRS1,NTRK2,0.974
IRS1,NTRK3,0.925
IRS1,PDGFRA,0.731
IRS1,PDGFRB,0.833
IRS1,PIK3R1,0.999
IRS1,PIK3R3,0.997
IRS1,PPARG,0.726
IRS1,SHC1,0.991
IRS1,TEK,0.72
IRS1,SOCS2,0.96
ITCH,NDFIP2,0.734
ITCH,SMAD6,0.751
ITCH,TP63,0.894
ITCH,TXNIP,0.989
ITCH,YOD1,0.79
ITGA1,ITGA10,0.956
ITGA1,ITGA4,0.948
ITGA1,ITGA5,0.947
ITGA1,ITGA8,0.795
ITGA1,ITGB2,0.972
ITGA1,LAMA2,0.849
ITGA1,LAMA4,0.809
ITGA1,LAMC1,0.796
ITGA1,LAMC3,0.732
ITGA1,PARVA,0.709
ITGA1,THBS1,0.758
ITGA1,VCAM1,0.854
ITGA1,VWF,0.706
ITGA1,THBS2,0.72
ITGA1,THBS4,0.786
ITGA10,ITGA4,0.916
ITGA10,ITGA5,0.922
ITGA10,ITGA7,0.709
ITGA10,ITGA8,0.779
ITGA10,ITGB2,0.963
ITGA10,LAMA2,0.767
ITGA10,LAMA4,0.733
ITGA10,LAMC1,0.766
ITGA10,LAMC3,0.834
ITGA10,THBS2,0.736
ITGA10,THBS4,0.73
ITGA4,ITGA5,0.97
ITGA4,ITGA8,0.778
ITGA4,ITGAM,0.797
ITGA4,ITGB2,0.994
ITGA4,JAM2,0.968
ITGA4,JAM3,0.833
